"Accession"	"Unidentified"	"Bacteria"	"Eukaryotes"
"SRR5788195"	73.88	8.28	0.81
"SRR5788162"	49.95	38.2	0.17
"SRR5788214"	65.63	24.02	0.13
"SRR5788175"	69.59	18.31	0.1
"SRR5788209"	68.32	20.24	3.53
"SRR5788185"	69.93	8.68	0.15
"SRR5788275"	66.62	24.54	0.09
"ERR2607531"	49.3	49.73	0.54
"SRR5788233"	87.8	6.28	1.53
"SRR5788124"	80.71	14.37	0.45
"SRR6475632"	93.12	5.9	0.97
"SRR5788205"	73.86	17.25	0.44
"SRR5788145"	75.64	17.01	0.05
"SRR5788216"	71.38	19.39	0.49
"SRR5214707"	96.58	3.41	0.01
"SRR6475349"	92.06	3.29	4.05
"SRR5788190"	61.15	14.8	0.21
"SRR5788255"	65.46	13.58	0.11
"SRR5788165"	74.04	10.63	0.25
"SRR5788236"	90.9	3.69	1.02
"SRR5788298"	74.05	21.39	0.19
"SRR5788178"	65.11	13.25	0.17
"SRR5788264"	66.03	13.94	0.26
"SRR5788118"	60.86	29.36	0.14
"SRR5788210"	75.18	13.28	3.56
"SRR5788200"	76.09	12.39	0.06
"SRR5788173"	62.87	26.22	0.12
"SRR5788270"	68.93	21.33	0.19
"SRR5788243"	74.13	15.45	0.12
"SRR5788257"	76	18.49	0.11
"SRR5788308"	76.15	15.4	0.84
"SRR5788198"	75.38	8.73	0.14
"SRR5788231"	94.9	2.97	0.06
"SRR5788153"	59.66	10.1	1.02
"SRR5788262"	69.16	22.05	0.19
"SRR5788197"	73.63	9.18	0.12
"SRR5788235"	91.35	4.99	1.1
"ERR2607506"	61.2	38.36	0.24
"SRR5788291"	72.16	19.26	0.16
"SRR5788238"	91.68	5.65	0.66
"SRR5788105"	79.13	13.33	0.32
"SRR5788194"	67.4	14.26	0.11
"SRR5788248"	73.33	18.8	0.29
"SRR5788125"	76.18	18.59	0.16
"SRR5788129"	66.01	25.42	0.15
"SRR5788282"	67.92	8.7	0.3
"ERR2607528"	74.71	24.85	0.11
"SRR5788189"	76.25	16.53	0.21
"SRR5788277"	65.89	28.26	0.07
"SRR5788191"	69.39	22	0.17
"SRR5788239"	72.38	21.01	0.21
"SRR5788303"	69.53	18.32	0.94
"SRR5788280"	70.81	19.58	0.41
"SRR5788192"	76.21	7.78	0.12
"SRR5788273"	74.59	17.82	0.13
"SRR5788245"	75.95	18.04	0.09
"SRR5788370"	79.86	12.45	0.12
"SRR5788325"	57.85	17.42	0.13
"SRR5788297"	69.59	25.04	0.12
"SRR5788180"	46.39	15.59	0.13
"SRR5788251"	64.43	10.24	0.11
"SRR5788225"	65.43	10.46	0.15
"SRR5788228"	64.93	10.26	0.21
"SRR5788304"	76.26	13.84	0.96
"SRR5788168"	70.65	18.01	0.1
"SRR5788193"	75.66	17.5	0.08
"SRR5788252"	57.71	27.1	0.16
"SRR5788213"	64.17	25.85	0.26
"SRR5788206"	70.67	17.21	0.41
"SRR5788358"	66.38	13.36	0.13
"SRR5788322"	75.67	17	0.1
"SRR5788279"	69.36	22.58	0.12
"SRR5788300"	73.81	19.34	0.57
"SRR5788254"	56.92	17.48	0.17
"SRR5788266"	67.97	23.39	0.2
"SRR5788187"	67.79	16.1	0.16
"SRR5788227"	73.19	8.84	0.16
"SRR5788253"	64.25	21.15	0.21
"SRR5788382"	63.9	27.28	0.2
"SRR5788221"	68.82	23.47	0.09
"SRR5788313"	61.72	27.16	0.19
"SRR5788171"	71.88	11.75	0.18
"SRR5788112"	82.64	11.31	0.08
"SRR5788271"	72.31	9.16	0.23
"SRR5788181"	58.89	18.04	0.08
"SRR5788268"	72.17	21.93	0.14
"SRR5788222"	79.1	15.46	0.13
"SRR5788116"	87.99	9.31	0.1
"SRR5788355"	63.18	15.37	0.16
"SRR5788242"	76.66	5.2	0.17
"SRR5788324"	66.58	14.33	0.13
"SRR5788202"	69.96	19.13	4.16
"SRR5788160"	81.25	16.74	1.75
"SRR5788166"	58.4	16.15	0.07
"SRR5788299"	63.99	23.82	0.21
"SRR5788276"	67.38	13.66	0.11
"SRR5788287"	88.55	6.14	0.12
"SRR5788258"	66.9	22.59	0.14
"SRR5788158"	65.97	13.55	0.15
"SRR5788269"	68.56	24.07	0.12
"SRR5788290"	74.26	16.35	0.35
"SRR5788323"	73.17	11.01	1.03
"SRR5788223"	72.22	16.64	0.09
"SRR5788142"	66.93	15.8	0.22
"SRR5788272"	64.21	22.81	0.11
"SRR5788249"	57.96	13.51	0.11
"SRR5788339"	59.44	31.46	0.01
"SRR5788315"	76.69	5.78	0.18
"SRR5788109"	69.59	18.92	1.44
"SRR5788305"	73.18	15.97	0.71
"SRR5788240"	70.32	23.33	0.13
"SRR5788259"	69.04	23.35	0.14
"SRR5788293"	64.72	28.8	0.16
"SRR5788361"	70.21	21.79	0.23
"SRR5788356"	63	16.26	0.12
"SRR5788167"	74.5	24.16	0.98
"SRR5788244"	73.36	18.79	0.18
"SRR5788353"	70.6	9.29	0.37
"SRR5788241"	69.03	12.07	0.18
"SRR5788250"	56.37	12.68	0.09
"SRR5788338"	63.38	8.26	0.08
"SRR5788296"	71.47	23.27	0.17
"SRR5788349"	72.94	16.24	0.59
"SRR5788261"	71.3	20.71	0.16
"SRR5788263"	66.2	26.31	0.2
"SRR5788399"	70.32	19.45	0.28
"SRR5788390"	70.61	21.94	0.21
"SRR5788220"	79.3	13.14	0.12
"SRR5788278"	70.93	19.61	0.14
"SRR5788154"	69.68	23.5	0.31
"SRR5788327"	78.71	11.88	0.12
"SRR5788309"	78.52	11.94	0.78
"SRR5788371"	78.66	12.22	2
"SRR5788354"	71.89	15.38	0.14
"SRR5788331"	61.21	15.3	0.1
"SRR5788357"	70.29	9.27	0.14
"SRR5788374"	80.15	12.17	0.14
"SRR5788267"	72.68	18.52	0.12
"SRR5788344"	64.49	26.77	0.04
"SRR5788274"	65.28	26.21	0.08
"SRR5788314"	75.91	13.86	0.09
"SRR5788437"	69.03	18.32	0.48
"SRR5788286"	72.21	10.33	0.1
"SRR5788319"	77.43	13.27	0.12
"SRR5788295"	65.27	27.5	0.15
"SRR5788307"	71.26	18.78	0.57
"SRR5788265"	89.86	7.32	0.38
"SRR5788366"	79.21	13.41	0.2
"SRR5788362"	74.82	18.25	0.34
"SRR5788329"	60.13	24.54	0.17
"SRR5788285"	72.67	15.77	0.32
"SRR5788385"	74.01	18.63	0.23
"SRR5788397"	70.34	19.38	0.4
"SRR5788326"	57.15	29.63	0.09
"SRR5788312"	63.37	11.18	0.2
"SRR5788348"	75.04	14.75	0.23
"SRR5788380"	67.35	21.69	0.26
"SRR5788211"	71.08	18.84	2.92
"SRR5788345"	73.37	15.65	0.16
"SRR5788375"	73.63	8.04	0.45
"SRR5788318"	72.69	11.16	0.48
"SRR5788320"	75.08	14.56	0.2
"SRR5788232"	93.6	3.8	0.06
"SRR5788346"	75.03	14.73	0.42
"SRR5788377"	74.88	17.42	0.29
"SRR5788330"	64.15	13.11	0.17
"SRR5788306"	70.94	17.73	0.58
"SRR5788383"	71.91	15.31	0.21
"SRR5788328"	53.97	27.14	0.97
"SRR5788317"	68.05	11.64	0.91
"SRR5788379"	76.34	13.32	0.15
"SRR5788333"	63.4	15.12	0.13
"SRR5788316"	71.75	11.47	1.07
"SRR5788310"	75.99	13.98	0.89
"SRR5788376"	75.39	15.69	0.77
"SRR5788281"	74.1	17.93	0.11
"SRR5788284"	63.97	26.65	0.58
"SRR5788395"	71.33	17.74	0.09
"SRR5788364"	71.05	18.56	0.11
"SRR5788340"	61.88	14.12	0.06
"SRR5788341"	50.79	43.95	0.07
"SRR5788343"	61.3	27.21	0.1
"SRR5788369"	80.64	12.05	0.21
"SRR5788352"	76.9	6.1	0.35
"SRR5788351"	76.14	5.57	0.13
"SRR5788363"	63.58	15.67	0.11
"SRR5788359"	72.65	18.31	0.3
"SRR5788372"	80.23	10.92	0.66
"SRR5788337"	72.38	16.53	0.07
"SRR5788360"	68.04	9.7	0.18
"SRR5788311"	73.95	15.31	0.93
"SRR5788453"	73.99	6.7	0.33
"SRR5788410"	65.48	20.98	0.21
"SRR5788350"	70.95	18.07	0.26
"SRR5788365"	77.66	15.49	0.42
"SRR5788336"	71.26	19.14	0.08
"SRR5788392"	80	16.6	2.91
"SRR5788292"	68.49	8.46	0.26
"SRR5788301"	68.21	21.67	0.2
"SRR5788260"	62.6	26.7	0.12
"SRR5788332"	62.71	11.52	0.13
"SRR5788283"	79.02	13.76	0.49
"SRR5788321"	77.63	5.25	0.12
"SRR5788388"	67.94	19.38	0.16
"SRR5788384"	67.94	26.61	0.17
"SRR5788334"	64.77	14.45	0.13
"SRR5788396"	69.47	21.14	0.21
"SRR5788429"	81.45	9.45	0.12
"SRR5788404"	68.66	21.59	0.09
"SRR5788394"	68.62	13.15	0.24
"SRR5788373"	77.15	14.99	0.16
"SRR5788420"	71.62	17.25	0.26
"SRR5788416"	76.76	17.37	0.21
"SRR5788294"	67.75	27.38	0.11
"SRR5788368"	79.45	14.27	0.46
"SRR5788421"	71.81	17.42	0.08
"SRR5788400"	71.22	23.19	0.29
"SRR5788435"	92.79	3.64	0.08
"SRR5788408"	72.02	18.91	0.46
"SRR5788405"	68.96	20.96	0.19
"SRR5788391"	66.44	23.64	0.16
"SRR5788398"	73.97	17.05	0.28
"SRR5788425"	63.58	22.13	0.38
"SRR5788434"	89.38	8.98	0.52
"SRR5788389"	75.06	18.79	0.21
"SRR5788407"	72.94	15.39	0.99
"SRR5788177"	69.29	13.18	0.13
"SRR5788457"	63.54	26.94	0.11
"SRR5788342"	71.6	17.11	0.24
"SRR5788393"	70.58	10.97	0.24
"SRR5788413"	58.56	10.67	0.1
"SRR5788411"	58.01	30.44	0.17
"SRR5788467"	73.81	15.67	0.15
"SRR5788468"	72.44	19.28	0.21
"SRR5788451"	67.06	17.17	0.16
"SRR5788415"	62.73	29.73	0.12
"SRR5788367"	72.35	17.44	0.55
"SRR5788403"	58.14	9.16	0.13
"SRR5788431"	73.71	14.38	0.13
"SRR5788409"	66.54	17.05	0.25
"SRR5788417"	64.1	26.75	0.1
"SRR5788455"	75.25	15.3	0.21
"SRR5788422"	78.24	11.34	0.22
"SRR5788406"	65.77	22.92	0.18
"SRR5788381"	70.11	16.41	0.14
"SRR5788288"	70.38	8.93	0.16
"SRR5788436"	92.63	4.34	0.14
"SRR5788452"	79.98	19.05	0.42
"SRR5788386"	66.19	22.08	0.2
"SRR5788456"	73.54	16.02	0.09
"SRR5788430"	75.33	13.92	0.14
"SRR5788387"	71.94	18.23	0.31
"SRR5788426"	72.02	16.27	0.22
"SRR5787990"	71.81	10.1	0.26
"DRR093005"	91.54	8.24	0.21
"SRR5788004"	67.2	22.72	0.11
"SRR5788447"	90.81	6.33	0.21
"SRR5788433"	91.66	5.79	0.71
"SRR5788460"	62.38	25.27	0.2
"SRR5787991"	67.49	21.01	0.14
"SRR5788013"	38.93	18.63	0.29
"SRR5788423"	63.43	15.42	0.17
"SRR5788031"	72.15	16.93	2.01
"SRR5788018"	62.4	28.91	0.2
"SRR5788418"	73.24	20.67	0.18
"SRR5788419"	72.93	18.55	0.19
"SRR5788461"	64.93	24.41	0.21
"SRR5788445"	72.28	19.03	1.56
"SRR5788458"	61.03	26.26	0.67
"SRR5788012"	63.2	24.84	0.15
"SRR5787992"	78.48	6.49	0.4
"SRR5788459"	62.41	25.36	0.26
"SRR5788424"	79.85	15.35	0.27
"SRR5788412"	60.56	21.6	0.09
"SRR5788005"	70.69	12.81	0.12
"SRR5788427"	79.13	12.18	2.11
"SRR5788010"	76.08	14.45	0.13
"SRR5788462"	69.89	21.02	0.17
"SRR5788015"	69.06	24.49	0.23
"SRR5788464"	67.91	10.28	0.18
"SRR5788002"	70.35	18.36	0.08
"SRR5788450"	66.49	17.32	0.15
"SRR5204208"	55.97	44.02	0.01
"SRR5788006"	71.11	12.48	0.29
"SRR5788401"	67.96	14.4	0.29
"SRR5788446"	71.44	19.58	1.7
"SRR5788001"	70.18	21.25	0.26
"SRR5788021"	69.23	22.95	0.25
"SRR5788038"	67.66	23.8	0.19
"SRR5788465"	68.84	24.72	0.1
"SRR5788037"	66.85	24.07	0.16
"SRR5787998"	68.03	22.21	0.14
"SRR5787994"	60.4	13.1	0.11
"SRR5788432"	69.88	16.99	0.56
"SRR5788466"	42.36	40.7	0.07
"SRR5788335"	63.75	27.01	0.07
"SRR5787995"	69.62	21.21	0.13
"SRR5788030"	58.53	24.06	4.54
"SRR5788068"	62.66	14.66	0.29
"SRR5788402"	70.21	9.51	0.2
"SRR5788463"	67.99	12.18	0.1
"SRR5788033"	70.29	15.64	5.06
"SRR5788448"	69.18	7.9	0.35
"SRR5788020"	68.77	20.23	0.15
"SRR5787999"	70.66	16.95	0.13
"DRR093003"	91.27	8.44	0.27
"SRR5788454"	73.64	15.99	0.23
"SRR5787997"	69.02	21.57	0.15
"SRR5788040"	69.47	21.44	0.26
"SRR5788009"	76.75	12.54	0.2
"SRR5788008"	74.49	17.41	0.08
"SRR5788023"	73.4	14.95	0.17
"SRR5788092"	66.59	22.49	0.14
"SRR5788027"	75.23	13.91	1.34
"SRR5788034"	55.65	35.17	2.03
"SRR5788061"	52.92	35.25	0.15
"SRR5788014"	75.7	18.38	0.06
"SRR5788060"	73.9	17.13	0.26
"SRR5788026"	51.5	34.72	1.73
"SRR5788017"	76.72	16.2	0.25
"SRR5788025"	64.95	18.04	0.08
"SRR5788022"	62.37	27.68	0.25
"SRR5787996"	68.9	19.81	0.25
"SRR5788039"	71.13	20.51	0.27
"SRR5787993"	55.95	21.22	0.13
"SRR5788035"	67.69	22.23	2.06
"SRR5788414"	59.17	11.83	0.13
"SRR5788069"	54.17	27.31	0.09
"SRR5788024"	65.74	23.36	0.17
"DRR093004"	70.21	29.72	0.03
"SRR5788053"	60.22	26.73	0.15
"SRR5788075"	68.71	18.98	4.47
"SRR5788046"	67.5	14.23	0.2
"SRR5788032"	69.64	20.54	4.8
"SRR5788000"	71.87	17.62	0.32
"SRR5788077"	92.36	5.75	0.19
"SRR5788428"	79.62	11.05	1.9
"SRR5788052"	64.22	24.11	0.14
"SRR5788045"	69.01	13.47	0.15
"SRR5788048"	71.9	7.14	0.13
"SRR5788085"	62.64	29.05	0.2
"SRR5788049"	58.92	27.49	0.1
"SRR5788029"	70.48	19.11	3.1
"SRR5788063"	72.99	14.07	0.08
"SRR5788011"	76.55	13.35	0.11
"SRR5788003"	67.83	22.43	0.11
"SRR5788062"	43.12	41.29	0.15
"SRR5788089"	72.27	16.77	0.83
"SRR5788007"	74.51	6.86	0.1
"SRR5788016"	62.16	29.31	0.19
"SRR5788036"	55.43	32.61	0.27
"SRR5787989"	62.72	11.99	0.19
"SRR6393413"	82.68	15.2	1.4
"SRR5788072"	91.56	5.29	0.15
"SRR5788042"	68.38	14.07	0.14
"SRR3501853"	92.93	6.93	0.11
"SRR5788080"	91.29	6.25	0.12
"SRR5788081"	70.12	20.04	0.23
"SRR5788041"	72.26	11.38	0.23
"SRR4831644"	97.34	1.76	0.77
"SRR5788065"	37.97	43.82	0.18
"SRR5788071"	83.99	9.13	0.19
"SRR5788044"	68.29	22.15	0.18
"SRR5788055"	59.71	27.44	0.11
"SRR5788054"	58.66	28.14	0.28
"SRR5788051"	56.2	29.98	0.14
"SRR4831649"	92.72	4.33	2.92
"SRR5788086"	69.37	20.3	0.15
"SRR5788078"	90.12	5.9	0.17
"SRR5788087"	65.92	24.91	0.2
"SRR5788073"	78.09	14.62	0.27
"SRR5788067"	50.77	33.6	0.13
"ERR977413"	81.43	18.32	0.03
"SRR5788074"	78.79	12.69	0.29
"SRR4831645"	93.01	1.54	5.43
"ERR977421"	64.39	35.55	0.02
"SRR6423800"	24.47	75.5	0.03
"SRR5788094"	67.04	21.95	0.13
"SRR5788076"	69.27	21.92	0.29
"SRR5788090"	76.93	13.81	0.34
"SRR3501851"	93.38	6.44	0.15
"SRR3501850"	92.31	7.53	0.15
"SRR5788028"	61.74	24.5	4.66
"SRR6423788"	11.19	88.76	0.05
"SRR5788070"	64.63	23.35	0.09
"ERR977409"	91.16	8.77	0.03
"SRR3501889"	92.82	7.05	0.1
"SRR6423772"	94.15	4.24	1.59
"SRR3501888"	92.34	7.52	0.11
"SRR5788066"	43.62	37.25	0.2
"ERR977411"	80.23	19.52	0.03
"SRR3534995"	60.47	30.38	7.67
"SRR5788093"	69.58	19.84	0.17
"SRR5035371"	95.89	4.07	0.03
"SRR6393414"	90.67	8.4	0.57
"SRR5788059"	73.76	16.51	0.24
"SRR6423780"	74.82	25	0.15
"SRR3501862"	92.49	7.35	0.15
"SRR6423785"	34.36	65.59	0.04
"SRR5788056"	59	28.74	0.16
"SRR5788058"	59.24	32.96	0.11
"SRR3501855"	93.26	6.54	0.17
"SRR6393465"	87.17	11.39	1.2
"SRR3501852"	93.3	6.5	0.19
"ERR1076073"	91.72	8.26	0.01
"SRR5788096"	68.8	11.84	0.13
"ERR1076079"	65.23	3.79	5.88
"SRR5788057"	68.7	20.78	0.52
"SRR6423771"	88.67	3.77	7.51
"SRR6423803"	96.19	3.15	0.64
"SRR5788082"	70.33	17.09	0.11
"SRR5788043"	61.6	27.94	0.15
"SRR6423777"	95.97	2.9	1.13
"SRR6423795"	96.64	2.33	1.02
"SRR3989239"	93.8	6.13	0.01
"SRR4831650"	88.36	10.67	0.65
"SRR6423778"	49.19	50.79	0.02
"SRR5788064"	71.73	14.38	2.48
"ERR1076076"	91.88	4.42	3.53
"SRR6393412"	78.14	20.21	0.93
"SRR6423779"	17.43	82.44	0.13
"SRR6768623"	76.8	21.19	0.06
"SRR5788047"	72.54	20.07	0.2
"SRR5788050"	59.5	31.08	0.12
"ERR977416"	92.18	7.63	0.01
"SRR6423799"	33.64	66.33	0.02
"SRR5788083"	67.76	22.96	0.1
"SRR6768626"	95.72	3.75	0.04
"ERR977412"	80.48	19.27	0.03
"SRR3501859"	91.75	8.1	0.13
"SRR6423791"	93.81	5.61	0.57
"SRR1298815"	90.93	0.22	8.82
"SRR6768624"	87.76	12.15	0.05
"SRR5788095"	37.57	41	0.35
"SRR6393376"	96.59	2.63	0.68
"SRR5788084"	69.24	20.82	0.09
"SRR6048908"	75.28	24.63	0.08
"SRR5131934"	83.3	14.45	2.14
"SRR4831651"	91.77	5.41	2.79
"SRR3501858"	93.53	6.38	0.08
"SRR6423794"	96.02	2.87	1.1
"SRR6393418"	89.79	6.46	1.92
"SRR6393398"	95.97	2.85	0.98
"SRR6423790"	31.51	68.47	0.01
"SRR6423782"	95.78	3.57	0.64
"SRR4389352"	96.04	3.76	0.18
"SRR6048907"	85.58	14.34	0.07
"SRR6423784"	25.61	74.28	0.11
"SRR4831648"	87.16	12.28	0.2
"SRR1298814"	97.62	1.29	1.04
"SRR5788088"	65.65	25.24	0.12
"SRR6393411"	86.18	12.13	0.86
"SRR3501886"	93.07	6.81	0.1
"SRR6423776"	17.41	82.56	0.03
"SRR6423781"	66.86	32.58	0.53
"SRR3501873"	92.05	7.77	0.16
"SRR5130478"	85.78	8.42	5.79
"SRR5788079"	91.03	6.26	0.16
"SRR5131921"	83.56	14.18	2.16
"SRR5131920"	82.86	14.56	2.48
"SRR3989237"	95.03	4.7	0.01
"SRR6393415"	82.19	16.06	0.93
"SRR3989256"	92.09	7.72	0.17
"ERR1076075"	91.63	8.35	0.01
"SRR5131960"	83.82	13.7	2.4
"SRR3989117"	96.27	3.64	0.01
"SRR6423796"	67.6	32.3	0.07
"SRR6423806"	70.24	29.63	0.09
"SRR3989120"	92.72	2.18	5.07
"SRR6393307"	97.04	2.19	0.67
"SRR3501885"	92.31	7.56	0.09
"SRR5131919"	83.92	13.81	2.15
"SRR3501856"	91.81	8.06	0.11
"SRR3989119"	92.68	2.56	4.72
"SRR3501861"	93.14	6.72	0.12
"ERR977418"	94.73	5.06	0.04
"SRR6423804"	92.42	7.16	0.41
"SRR6423809"	96.14	2.93	0.92
"SRR6423807"	93.5	6.23	0.25
"ERR977415"	92.06	7.77	0.01
"SRR6423797"	78.16	21.68	0.14
"SRR3989257"	96.7	3.13	0.01
"ERR1700680"	95.94	4.04	0.02
"SRR5131939"	77.23	20.44	2.26
"SRR3501857"	92.22	7.66	0.1
"SRR3501887"	92.74	7.14	0.1
"SRR5131914"	83.57	13.79	2.54
"SRR5131930"	82.4	15.25	2.29
"ERR1076080"	91.83	4.49	3.49
"SRR6423798"	74.14	25.82	0.04
"SRR5131928"	80.83	16.22	2.8
"ERR1700679"	96.48	3.33	0.18
"SRR6393416"	89.46	7.87	1.34
"SRR6423802"	84.45	15.07	0.47
"SRR5131973"	82.8	14.5	2.61
"SRR5131924"	83.7	13.6	2.61
"SRR6423810"	80.44	19.23	0.31
"ERR1700682"	95.06	4.91	0.03
"SRR5131937"	84.3	12.56	3.03
"SRR3989238"	94.61	5.32	0.01
"SRR3989259"	96.72	3.14	0.01
"SRR6423805"	75.36	24.55	0.07
"SRR5131900"	82.65	15.12	2.15
"SRR6423811"	95.25	4.11	0.62
"SRR6768625"	83.6	15.86	0.17
"SRR6423783"	21.96	77.96	0.08
"ERR1700675"	95.58	4.39	0.04
"SRR5131972"	81.21	16.24	2.44
"ERR1076077"	91.86	4.43	3.53
"SRR5131913"	83.12	14.11	2.69
"SRR5131977"	81.66	15.68	2.58
"SRR3989255"	90.66	9.31	0.02
"SRR5131976"	82.15	15.74	2.04
"SRR5131929"	82.93	14.42	2.56
"SRR3501854"	93.24	6.63	0.11
"SRR5131938"	82.35	14.84	2.75
"SRR6423801"	17.81	82.12	0.07
"SRR3989224"	98.01	1.9	0.01
"SRR3989220"	94.27	5.7	0.01
"SRR6393445"	96.38	2.8	0.75
"SRR5131958"	82.99	14.76	2.13
"SRR5131967"	83.14	14.37	2.4
"SRR5131968"	82.6	14.6	2.71
"SRR3501884"	93.52	6.34	0.12
"SRR6423793"	96.72	1.98	1.3
"SRR5131902"	83.4	14.46	2.06
"SRR5131916"	85.81	11.99	2.12
"SRR3989121"	95.88	4.07	0.01
"ERR1700690"	96.78	3.13	0.08
"SRR5131949"	80.49	16.94	2.51
"SRR3989260"	97.93	2.01	0.02
"SRR3989218"	96.74	3.19	0.01
"ERR1700684"	95.75	4.15	0.11
"SRR5131943"	83.21	14.16	2.5
"SRR5131956"	84.56	12.91	2.43
"ERR1700677"	96.55	3.32	0.13
"SRR5131898"	82.13	15.31	2.46
"SRR6423808"	95.2	3.83	0.96
"SRR5130604"	85.9	9.36	4.73
"ERR1700683"	97.01	2.95	0.05
"SRR5131903"	82.08	15.61	2.21
"SRR3989240"	92.89	6.86	0.03
"ERR1700691"	96.52	3.41	0.07
"ERR1076074"	91.64	8.35	0.01
"ERR1700674"	96.34	3.63	0.03
"SRR6393469"	91.79	5.44	1.89
"SRR3989118"	95.75	2.75	0.96
"SRR5131905"	82.81	14.06	3.06
"ERR977420"	64.25	35.69	0.02
"SRR5131982"	81.73	16.41	1.74
"SRR6423786"	19.93	80.01	0.04
"SRR5131979"	82.8	14.4	2.68
"SRR6393423"	97.14	1.72	0.63
"ERR1700687"	95.67	4.28	0.05
"ERR1700694"	95.23	4.73	0.03
"SRR5131953"	83.05	14.17	2.67
"SRR5131933"	83.27	14.41	2.25
"SRR6393417"	89.26	7.82	1.89
"SRR5131944"	80.72	16.73	2.47
"SRR6423792"	86.1	13.67	0.22
"SRR5131951"	83.01	14.65	2.24
"SRR5131950"	81.99	15.67	2.21
"ERR1700681"	95.31	4.65	0.04
"SRR6423789"	22.49	77.33	0.17
"ERR1700688"	95.03	4.92	0.05
"ERR1700689"	96.36	3.57	0.07
"ERR1700699"	93.25	6.64	0.11
"ERR1700678"	96.88	2.96	0.16
"ERR1700697"	93.01	6.93	0.05
"SRR3989254"	96.84	3.02	0.01
"SRR4089354"	87.29	1.75	0.01
"SRR3989219"	94.1	5.85	0.01
"SRR5131927"	83.13	14.67	2.1
"ERR1700698"	92.5	7.44	0.06
"SRR5131936"	83.86	12.4	3.67
"ERR1700701"	93.45	6.42	0.13
"SRR5131954"	84.09	13.83	1.99
"ERR1700692"	94.5	5.45	0.04
"SRR5131906"	87.42	10.25	2.26
"ERR1700696"	92.56	7.39	0.05
"ERR1700695"	93.4	6.55	0.05
"ERR1700721"	95.23	4.65	0.12
"SRR5131901"	82.68	14.58	2.67
"ERR1700693"	96.36	3.6	0.04
"ERR1700685"	96.55	3.39	0.06
"SRR5131959"	82.95	15.01	1.92
"ERR1700745"	95.05	4.9	0.04
"ERR1700676"	95	4.95	0.04
"ERR1700723"	96.13	3.77	0.09
"ERR1700740"	94.54	5.39	0.07
"ERR1700711"	94.04	5.91	0.04
"SRR6423787"	96.8	2.28	0.9
"ERR1700706"	92.77	7.06	0.17
"ERR1700749"	93.68	6.19	0.12
"ERR1700707"	92.88	6.93	0.18
"ERR1700702"	94.2	5.75	0.04
"ERR1700704"	94.33	5.61	0.06
"ERR1700746"	95.63	4.33	0.04
"ERR1700709"	92.39	7.42	0.19
"ERR1700719"	95.62	4.34	0.04
"ERR1700755"	92.62	7.17	0.2
"SRR3989258"	97.76	2.17	0.01
"ERR1700754"	90.69	9.22	0.09
"ERR1700720"	95.22	4.73	0.04
"ERR1700730"	94.74	5.22	0.04
"ERR1700726"	94.81	5.15	0.04
"ERR1700686"	95.49	4.48	0.03
"ERR1700713"	94	5.96	0.04
"SRR6403187"	94.28	3.33	0.63
"ERR1700733"	94.94	4.89	0.17
"ERR1700718"	95.59	4.38	0.03
"ERR1418127"	87.48	12.41	0.04
"ERR1700747"	95.53	4.4	0.06
"ERR1700753"	93.13	6.64	0.23
"ERR1700732"	94.93	5.03	0.03
"ERR1700703"	94.42	5.55	0.03
"ERR1418129"	82.08	17.74	0.06
"ERR1700729"	95.2	4.69	0.1
"ERR1700757"	94.55	5.39	0.06
"SRR3586906"	89.1	10.8	0.07
"ERR1700710"	91.99	7.82	0.19
"ERR1700700"	92.21	7.66	0.13
"ERR1700743"	93.16	6.62	0.22
"SRR4089357"	85.28	1.08	0
"ERR1700736"	94.72	5.25	0.03
"ERR1700712"	91.21	8.56	0.23
"ERR1700734"	95.91	3.96	0.13
"ERR1700705"	93.26	6.58	0.15
"ERR1700731"	94.4	5.53	0.06
"SRR4089363"	47.09	4.14	0.03
"ERR1700748"	93.55	6.32	0.12
"ERR1700717"	93.77	6.18	0.05
"SRR3712289"	69.97	29.8	0.04
"ERR1700752"	94.82	5.12	0.06
"ERR1700738"	93.35	6.59	0.06
"SRR4089362"	95.07	0.94	0
"ERR1700739"	94.21	5.64	0.15
"SRR6403332"	96.46	2.62	0.84
"ERR1700737"	94.32	5.63	0.05
"SRR3712337"	88.93	10.83	0.2
"SRR3712209"	72.44	27.12	0.32
"ERR1700722"	94.73	5.09	0.12
"ERR1418124"	89.28	10.66	0.02
"ERR1418132"	75.33	13.12	9.83
"ERR1700742"	92.24	7.58	0.17
"ERR1700735"	95.88	4	0.11
"ERR1700744"	93.17	6.64	0.18
"SRR4325463"	95.66	4.09	0
"SRR3712194"	65.58	34.24	0.08
"ERR1700727"	94.83	5.05	0.12
"ERR1418128"	91.3	8.63	0.05
"SRR3546814"	64.51	35.38	0.09
"SRR3712182"	57.71	41.94	0.12
"ERR1418130"	93.62	6.31	0.07
"SRR6403198"	95.27	2.79	0.69
"ERR1700758"	94.11	5.82	0.07
"ERR1700751"	94.71	5.24	0.04
"ERR1700716"	93.75	6.19	0.05
"ERR1700741"	94.3	5.64	0.05
"SRR6403520"	64.86	34.77	0.02
"SRR3586900"	93.69	6.29	0.01
"SRR6403362"	77.49	20.11	1.88
"ERR1700761"	92.62	7.15	0.23
"SRR6403240"	70.33	29.55	0.07
"SRR3985188"	95.31	4.33	0.02
"SRR6403353"	88.38	8.46	2.11
"SRR3546812"	19.35	68.31	4.96
